region,nodr_eue,case_eue,load,dneue_ppm,category
p124,24353.922,20966.412,22996172.0,-147.30756058008257,value
p99,932347.2,465961.88,3654916600.0,-127.60491415294145,value
p113,14831.151,10577.258,328775680.0,-12.938587793355032,value
p125,3919.1003,2729.7554,258986860.0,-4.592298163817297,value
p118,9798.439,7841.9995,583109300.0,-3.35518479938115,value
p126,12716.168,10506.339,1824293600.0,-1.211334053486407,value
p111,1848.435,1635.006,1354601900.0,-0.15755847303371762,value
p114,179.839,120.677,510494340.0,-0.11589158944165052,value
p123,3534.9717,3492.8408,1503455500.0,-0.02802271190352668,value
p120,3.307,2.6210003,43246748.0,-0.01586245744997982,value
p117,4.872,1.935,262161950.0,-0.01120299867159976,value
p112,46.225998,33.784,1310099300.0,-0.009496988307744555,value
p109,13.8359995,4.8770003,1123909900.0,-0.007971278921606926,value
p115,0.0,0.0,604805100.0,0.0,no_eue
p116,0.0,0.0,404781700.0,0.0,no_eue
p110,0.0,0.0,99486340.0,0.0,no_eue
p121,0.0,0.0,126688130.0,0.0,no_eue
z122,0.0,0.604,2634114000.0,0.00022929910740144231,value
p100,102.355,111.497,123685440.0,0.07391330782345923,value
