region,nodr_eue,case_eue,added_peak_mw,delta_eue,per_mw,category
p125,3919.1003,2052.4429,9.0,-1866.6574,-207.40637777777778,value
p99,932347.2,430273.6,4696.0,-502073.6,-106.91516183986371,value
p124,24353.922,21235.318,30.0,-3118.6039999999994,-103.95346666666664,value
p113,14831.151,6342.8525,116.0,-8488.2985,-73.17498706896552,value
p126,12716.168,8185.828,157.0,-4530.339999999999,-28.855668789808913,value
p110,0.0,30.759996,16.0,30.759996,1.92249975,value
p109,13.8359995,444.6791,181.0,430.8431005,2.380348621546961,value
p120,3.307,104.715996,24.0,101.408996,4.225374833333333,value
p115,0.0,1414.375,329.0,1414.375,4.299012158054711,value
p114,179.839,1024.8391,181.0,845.0001,4.6685088397790055,value
p111,1848.435,4409.084,480.0,2560.649,5.334685416666667,value
p121,0.0,482.497,83.0,482.497,5.81321686746988,value
p112,46.225998,2766.574,464.0,2720.348002,5.862818969827587,value
p116,0.0,254.036,43.0,254.036,5.907813953488372,value
z122,0.0,8932.519,1433.0,8932.519,6.233439637124913,value
p117,4.872,190.762,28.0,185.89,6.638928571428571,value
p123,3534.9717,10127.691,989.0,6592.719300000001,6.666045803842265,value
p100,102.355,1658.3083,159.0,1555.9533,9.785869811320755,value
p118,9798.439,27043.707,749.0,17245.267999999996,23.02438985313751,value
