region,nodr_eue,case_eue,load,dneue_ppm,category
p124,24353.922,21072.195,22996172.0,-142.70753410611118,value
p99,932347.2,492677.5,3654916600.0,-120.2954122229866,value
p113,14831.151,9385.446,328775680.0,-16.563588280009032,value
p125,3919.1003,2727.9573,258986860.0,-4.599240986986892,value
p126,12716.168,9695.998,1824293600.0,-1.6555284451050476,value
p110,0.0,23.846,99486340.0,0.23969120744380415,value
p109,13.8359995,316.51398,1123909900.0,0.26930805016638487,value
p116,0.0,224.98401,404781700.0,0.5558156710722414,value
p117,4.872,153.80498,262161950.0,0.568095327578275,value
p111,1848.435,4001.733,1354601900.0,1.5896168977344145,value
p114,179.839,991.9199,510494340.0,1.5907735752037804,value
p112,46.225998,2472.9734,1310099300.0,1.8523384831474397,value
p120,3.307,99.862015,43246748.0,2.2326537708685055,value
p115,0.0,1459.611,604805100.0,2.413357545650407,value
z122,0.0,7350.889,2634114000.0,2.7906494806408624,value
p123,3534.9717,8328.386,1503455500.0,3.1882648593584433,value
p121,0.0,423.26102,126688130.0,3.3409683028862815,value
p100,102.355,1238.5931,123685440.0,9.186514597029367,value
p118,9798.439,20527.934,583109300.0,18.400486459732612,value
