region,nodr_eue,case_eue,load,dneue_ppm,category
p124,24353.922,19210.285,22996172.0,-223.67361837439722,value
p99,932347.2,369958.66,3654916600.0,-153.87178431623465,value
p113,14831.151,8313.678,328775680.0,-19.823464436298938,value
p125,3919.1003,1930.5812,258986860.0,-7.678069340227233,value
p118,9798.439,6832.2114,583109300.0,-5.086915161457754,value
p126,12716.168,8089.044,1824293600.0,-2.536392123962641,value
p111,1848.435,1443.7991,1354601900.0,-0.2987120519639979,value
p114,179.839,90.29401,510494340.0,-0.17540839081905113,value
p123,3534.9717,3456.6711,1503455500.0,-0.05208042447878579,value
p120,3.307,2.207,43246748.0,-0.025435438521296445,value
p109,13.8359995,0.938,1123909900.0,-0.011476008564131434,value
p112,46.225998,31.367,1310099300.0,-0.0113418865901441,value
p117,4.872,2.724,262161950.0,-0.008193408630097473,value
p115,0.0,0.0,604805100.0,0.0,no_eue
p116,0.0,0.0,404781700.0,0.0,no_eue
p110,0.0,0.0,99486340.0,0.0,no_eue
p121,0.0,0.0,126688130.0,0.0,no_eue
z122,0.0,0.60999995,2634114000.0,0.00023157689412239146,value
p100,102.355,111.62,123685440.0,0.07490776602322796,value
